ลำดับ (Item No.),รายละเอียดเครื่องมือ (Description),ช่วงการวัด (Range),ความสามารถการวัด (CMC / Uncertainty),ราคาค่าบริการ (Price),หมายเหตุ (Remark),รหัสบริการ (Code),ฝ่ายงานจริง (Actual Department),ราคาตัวเลข (Price Numeric),ฝ่ายงานที่ทำนาย (Predicted Department),รหัสกลุ่มคลัสเตอร์ (Cluster ID),คำสำคัญของกลุ่มคลัสเตอร์ (Cluster Keywords)
43.0,Integrated Radiant Exposure Responsivity of a UV Radiometer,"315 nm ? ? ? 400 nm
2 W?m-2 ? Ee ? 40 W?m-2
30 s ? t ? 120 s","5.0 % to 6.3 %
 varied with exposure time, irradiance level and DUT","8,500 for the first point + 4,200 for any additional point",Comparison agiants a working standard spectroradiometer with a calibrated stopwatch applying the filtered 500W Hg(Xe) arc lamp,13034-12100,Thermometry Metrology Department,8500.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
44.0,Integrated Radiant Exposure Responsivity of a UV Radiometer,"280 nm ? ? ? 400 nm
5 W?m-2 ? Ee ? 40 W?m-2
30 s ? t ? 180 s","5.5 % to 6.8 %
 varied with exposure time, irradiance level and DUT","8,125 for the first point + 3,750 for any additional point",Comparison agiants a working standard spectroradiometer with a calibrated stopwatch applying the 300W Ultra-Vitalux® UV lamp,13034-12101,Thermometry Metrology Department,8125.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
38.0,Intregrated irradiance responsivity of narrowband radiometer,365 nm ± 10 nm,0.044,"6,250 per probe for the first irradiance level point
+ 3,130 for any additional irradiance level point",Source based calibration against a reference spectroradiometer using filtered 500 W Hg(Xe) as light source,13034-12110,Thermometry Metrology Department,6250.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
39.0,Intregrated irradiance responsivity of narrowband radiometer,254 nm ± 10 nm,10%,,,13034-12113,Thermometry Metrology Department,7880.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
40.0,Intregrated irradiance responsivity of narrowband radiometer,Arbitary range within 280 nm to 1 020 nm,Varied by selected range,,,13034-12119,Thermometry Metrology Department,7880.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
32.0,Solar irradiance responsivity of a Si-pyranometer,"Wavelength: 400 nm to 1 100 nm
Power Level: 50 W.m-2 to 380 W.m-2
",0.02,6250,Comparison against a working standard spectroradiometer applying 300 W Xe arc lamp with 1.5 global  airmassfilter,13034-12716,Thermometry Metrology Department,6250.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
33.0,Solar irradiance responsivity of a thermopile-detector pyranometer,"280 nm to 2 500 nm
(160 W.m2 to 520 W.m2)",2.1% to 3.4%,9000,Soruce based calibration against a working standard spectroradiometer applying a solar simulator system,13034-12717,Thermometry Metrology Department,9000.0,Thermometry Metrology Department,6,"measurement, detector, additional, frequency, irradance"
50.0,Measurement of absolute / relative spectral irradance of a light source,250 nm to 1 020 nm," Greater than or equal to  
2.4%","6,250 for the first lamp
+ 3,130 for any additional lamp of the same type",Measurement by a working standard diode array spectroradiometer ,13034-13013,Thermometry Metrology Department,6250.0,Thermometry Metrology Department,6,"measurement, detector, additional, frequency, irradance"
67.0,Measurement of absolute / relative spectral irradance of a light source,250 nm to 1020 nm,3.4% to 9.8%,"6,250",Measurement by a working standard diode array spectroradiometer,13034-33013,Thermometry Metrology Department,6250.0,Thermometry Metrology Department,6,"measurement, detector, additional, frequency, irradance"
,Solar simulator performance testing according to IEC 60904-9,"Data sampling time of DUT ? 100 ms for instability evaluation
","0.05%
","7,500 for LTI and STI 3,500 for LTI only ",,13034-33014,Thermometry Metrology Department,7500.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
,Solar simulator performance testing according to IEC 60904-9,"80% of active area for non-uniformity evaluation
","0.01%
","12,000 for 98 test positions + 500/additional test position",,13034-33014,Thermometry Metrology Department,12000.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
71.0,Solar simulator performance testing according to IEC 60904-9,"400 nm to 1,100 nm (300 nm to 1 200 nm) for spectral match evaluation",0.001,"For 400 nm to 1 100 nm, 7,500/irradiance level For 300 nm to 1 200 nm, 9,000/irradiance level","Measurements based on IEC 60904-9
Edition 3.0 2020-09",13034-33014,Thermometry Metrology Department,400.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
51.0,Measurement of integrated absolute irradance of a light source,"320 nm to 400 nm
(UVA)",0.042,"6,250 for the first lamp 
(per range)
+ 3,130 for any additional lamp of the same type
(per range)",Measurement by a working standard radiometer,13035-15090,Thermometry Metrology Department,6250.0,Thermometry Metrology Department,6,"measurement, detector, additional, frequency, irradance"
52.0,Measurement of integrated absolute irradance of a light source,"260 nm to 320 nm
(UVB)",0.064,"6,250 for the first lamp 
(per range)
+ 3,130 for any additional lamp of the same type
(per range)",Measurement by a working standard radiometer,13035-15091,Thermometry Metrology Department,6250.0,Thermometry Metrology Department,6,"measurement, detector, additional, frequency, irradance"
53.0,Measurement of integrated absolute irradance of a light source,400 nm to 500 nm,0.0357,"6,250 for the first lamp 
(per range)
+ 3,130 for any additional lamp of the same type
(per range)",Measurement by a working standard radiometer,13035-15098,Thermometry Metrology Department,6250.0,Thermometry Metrology Department,6,"measurement, detector, additional, frequency, irradance"
72.0,UVC Intregrated irradiance of customer's source,220 nm to 280 nm,0.054,"6,400 per probe for the first irradiance level point
+ 2,900 for any additional irradiance level point",Measurement by reference UVC meter,13035-32093,Thermometry Metrology Department,6400.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
68.0,Measurement of integrated absolute irradance of a light source,"320 nm to 400 nm
(UVA)",0.042,"6,130 
(per range)",Measurement by a working standard radiometer,13035-35090,Thermometry Metrology Department,6130.0,Thermometry Metrology Department,6,"measurement, detector, additional, frequency, irradance"
69.0,Measurement of integrated absolute irradance of a light source,"260 nm to 320 nm
(UVB)",0.064,,,13035-35091,Thermometry Metrology Department,7880.0,Thermometry Metrology Department,6,"measurement, detector, additional, frequency, irradance"
70.0,Measurement of integrated absolute irradance of a light source,400 nm to 500 nm,0.0357,,,13035-35098,Thermometry Metrology Department,7880.0,Thermometry Metrology Department,6,"measurement, detector, additional, frequency, irradance"
,Spectral irradiance of a tungsten- 1 halogen lamp (FEL and Ushio type),"250 nm ??? 430 nm
430 nm <?? 1 100 nm
 100 nm <?? 1 800 nm
 1 800 nm <?? 2 400 nm","3.6% to 2.2%
2.2% to 1.7%
2.1% to 3.2%
3.2% to 6.8%","11,250 for the first range of the first lamp
+ 5,630 for the first range of any additional lamp of the same type + 3,750 for any additional range",By scanning measurements against a set of two spectral irradiance  standard lamps using a double subtractive monochromator,13037-13011,Thermometry Metrology Department,11250.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
49.0,Spectral irradiance of a duterium lamp,200 nm to 400 nm,5.3% to 12%,"13,750 for the first lamp
+ 5,630 for any additional lamp",By scanning measurements against a spectral irradiance reference national standard lamp using a double subtractive monochromator,13037-13012,Thermometry Metrology Department,13750.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
54.0,Spectral radiance of radiance source,"Wavelength range: 320 nm to 1 100 nm
Bandwidth: 4.0 nm
Correlated color temperature (CCT)
2 000 K ? CCT ? 6 500 K",2.6% to 7.0%,"20,000 for the first calibration point + 5,000 for any additional point",Comparison method for relative spectral measurement and direct measurement for absolute luminance by a reference luminance meter.,13037-13021,Thermometry Metrology Department,20000.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
28.0,Absolute spectral irradiance responsivity of a spectroradiometer with irradiance probe,200 nm to 1 700 nm," Greater than or equal to  
2.6%","11,250 for scanning type and 6,250 for diode-array type",Direct measurement against a set of two FEL working standard lamps ,13038-12023,Thermometry Metrology Department,11250.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
48.0,Spectral irradiance responsivity of low-sense UV and blue-wavelength spectroradiometer,"Wavelength: 200 nm ? ? ?  500 nm
Power level: 0.002 W?m-2?nm-1 to 1 W?m-2?nm-1","³ 4.7%, varied by DUT, wavelength, bandwdith and power level","10,000 / Irradiance level",Comparison against reference spectroradiometer using 300 W Xe lamp,13038-12024,Thermometry Metrology Department,10000.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
30.0,Absolute spectral radiance responsivity,"Radiance: 0.000 5 W.sr-1. m-2.nm-1
Type of source: Tungsten-based integrating sphere source",2.8% to 7.6%,"7,500 for diode array type spectrometer
10,000 for scanning type spectrometer",Direct measurement on reference radiance gauge ,13038-12030,Thermometry Metrology Department,7500.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
45.0,Responsivity of PAR radiometer,400 nm to 700 nm,2.00%,"6,250 per probe for the first irradiance level point + 3,130 for any additional irradiance level point

",Direct measurement against a set of two FEL working standard lamps ,13038-12120,Thermometry Metrology Department,6250.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
29.0,Relative spectral radiance responsivity of a spectroradiometer with radiance probe,250 nm to 2 500 nm," Greater than or equal to  
2.5%","11,250 for scanning type and 6,250 for diode-array type",Direct measurement against a set of two FEL working standard lamps ,13039-12030,Thermometry Metrology Department,11250.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
62.0,Correlated color temperature of a general source,"2 600 K to 3 200 K (tungsten lamp)
2 600 K to 7 500 K (discharge lamp, LED)","13 K (tungsten lamp)
14 K to 33 K (discharge lamp, LED)","6,500
(+ 500 for chromaticity coordinate)",Spectroradiometer and photometric bench,13041-15021,Thermometry Metrology Department,6500.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
64.0,Correlated color temperature response of a color temperature meter,"2 600 K to 3 200 K (tungsten source)
2 600 K to 10 000 K (spectrally tunable LED source)","13 K (tungsten source)
25 K to 133 K (spectrally tunable LED source)","6,500 for the first calibration point + 1,000 for any additional point",Spectroradiometer,13041-15030,Thermometry Metrology Department,6500.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
63.0,Emitted color of a general source,-,"0.001 (tungsten lamp)
0.002 (discharge lamp, LED)","6,500
(+ 500 for correlated color temperature)",Spectroradiometer and photometric bench,13041-15040,Thermometry Metrology Department,6500.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
65.0,Chromaticity response of a colorimeter,-,"0.001 (tungsten source)
0.002 (spectrally tunable LED source)","6,500 for the first calibration point + 1,000 for any additional point",Spectroradiometer,13041-15050,Thermometry Metrology Department,6500.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
16.0,Averaged luminous intensity of a single-packaged LED,0.1 cd to 50 cd,"2.4% to 3.3%
varied with LED color  ","15,000 for the first LED (CIE condition A and B) + 7,500 for any additional LED of the same type","Photometric bench, spectroradiometer and reference lamps",13045-11012,Thermometry Metrology Department,15000.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
11.0,Luminous flux of a single-packaged LED,0.1 lm to 100 lm,"2.1% to 2.6% 
varied with LED color","12,500 for the first LED + 6,250 for any additional LED of the same type","Integrating sphere
(Geometric measurement conditions: full)",13045-11032,Thermometry Metrology Department,12500.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
,Spectral responsivity of a PV device,"Wavelength: 300 nm ? ? ?  1200 nm
Power level: 0.2 mW to 4 mW","2.0%, varied by DUT, wavelength and power level","10,000 for the first bias light level + 5,000 for additional bias light level",IEC 60904-8 Clause 7,13050-12001,Thermometry Metrology Department,10000.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
2511.0,Spectral responsivity of a PV device,"Wavelength: 300 nm ? ? ?  1200 nm
Power level: 0.2 mW to 4 mW","2.0%, varied by DUT, wavelength and power level","10,000 for the first bias light level + 5,000 for additional bias light level",IEC 60904-8 Clause 7,13050-12001,Thermometry Metrology Department,10000.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
73.0,Sensitivity of a pyranometer,(600 to 1000) W/m2,0.03,10000,Comparison to a reference pyranometer in accordance with ISO 9847:2023 Type B1,13050-31001,Thermometry Metrology Department,10000.0,Acoustic and Vibration,0,"gauge, calibration, testing, machine, laser"
,Adjustment Charge,,,25 % of the calibration cost of each range ,,14000 - 10001,Acoustic and Vibration,25.0,Mechanical  Metrology Department,0,"gauge, calibration, testing, machine, laser"
,"Measurement Microphone type LS1P 
by the reciprocity technique (Pressure sensitivity level)",20 Hz to 10 kHz,0.04 dB to 0.07 dB,"10,630/piece",,14010 - 11101,Acoustic and Vibration,10630.0,Acoustic and Vibration,6,"measurement, detector, additional, frequency, irradance"
,"Measurement Microphone type LS2P 
by the reciprocity technique (Pressure sensitivity level)",20 Hz  to 20 kHz,0.04 dB to 0.10 dB,"10,630/piece",,14010 - 11102,Acoustic and Vibration,10630.0,Acoustic and Vibration,6,"measurement, detector, additional, frequency, irradance"
,Measurement Microphone by the insert voltage technique                        (pressure sensitivity level),250 Hz and 1 kHz,0.08 dB,"5,130/piece",,14010 - 11103,Acoustic and Vibration,5130.0,Acoustic and Vibration,6,"measurement, detector, additional, frequency, irradance"
,Measurement Microphone by the comparison method                             (free-field sensitivity level),31.5 Hz to 16 kHz 74 dB,0.1 dB to 0.4 dB,"7,880/piece",,14010 - 11201,Acoustic and Vibration,7880.0,Acoustic and Vibration,6,"measurement, detector, additional, frequency, irradance"
